184696527875565,3,-2.1859062,0.8391677,9.348161
184696533925523,3,-2.243367,0.6631939,10.087969
184696536600648,3,-2.336741,0.521936,10.727221
184696541052856,3,-2.3403323,0.4249708,11.051635
184696547086815,3,-2.4073699,0.38187516,11.264719
184696550008398,3,-2.5390508,0.37349546,11.473015
184696555195231,3,-2.6443958,0.4225766,11.6825075
184696560043606,3,-2.6755204,0.48003745,11.699266
184696566192815,3,-2.670732,0.5686229,11.548432
184696570014231,3,-2.6431987,0.61770403,11.353305
184696575869606,3,-2.5833437,0.6703765,11.171345
184696580378065,3,-2.541445,0.7350199,10.973824
184696586740940,3,-2.4839842,0.80086046,10.734404
184696589975065,3,-2.3906105,0.8882488,10.487801
184696595937565,3,-2.349909,0.9900024,10.166978
184696601459523,3,-2.3307555,1.0630256,9.879673
184696606793940,3,-2.315193,1.1408371,9.865308
184696610283732,3,-2.2709002,1.234211,9.969456
184696615138940,3,-2.2481554,1.3383588,9.896433
184696620184232,3,-2.3427265,1.3395559,9.68694
184696626159732,3,-2.4648306,1.234211,9.534908
184696630386023,3,-2.493561,1.1540052,9.514558
184696635562023,3,-2.3439236,1.1312603,9.433155
184696639959065,3,-2.2158337,1.1504139,9.211691
184696644959065,3,-2.0925324,1.1719618,9.068039
184696646915898,3,-2.0925324,1.1719618,9.068039
184696650016815,3,-0.90021986,1.2880806,9.26197
184696656058273,3,-0.49559975,1.0606314,9.79827
184696659938398,3,-1.5729905,0.9540894,10.305841
184696664938398,3,-2.3594859,0.6907272,10.772711
184696667736065,3,-2.3594859,0.6907272,10.772711
184696675071398,3,-1.9117701,1.7010803,11.408371
184696680173648,3,-1.7776948,1.9560628,11.265916
184696686258273,3,-1.9632454,1.9500773,10.961852
184696690139023,3,-2.2876596,1.9369092,10.796653
184696695315523,3,-2.4887726,1.8243817,10.484209
184696700381940,3,-2.5318682,1.7202339,10.348937
184696705381940,3,-2.3774424,1.6699557,10.534488
184696706998148,3,-2.3774424,1.6699557,10.534488
184696709971857,3,-1.9536686,1.7393875,10.708067
184696715630690,3,-1.4460979,1.7369933,10.460267
184696720634940,3,-1.0702082,1.7010803,10.022128
184696726902815,3,-0.8379706,1.5777789,9.606734
184696730150857,3,-0.5291186,1.4951789,9.309854
184696735117607,3,-0.11731588,1.3575124,9.045294
184696740072357,3,0.31603462,1.3443443,9.053674
184696746468815,3,0.6979098,1.3754689,9.217676
184696750511940,3,0.90381116,1.3634979,9.348161
184696755423982,3,0.8595184,1.3431472,9.616311
184696760086273,3,0.557849,1.3084313,10.225636
184696765086273,3,0.19632454,1.2090719,10.784681
184696767044648,3,0.19632454,1.2090719,10.784681
184696770177607,3,0.12689269,1.1587936,11.405977
184696775239315,3,0.34715924,1.186327,11.933898
184696780094190,3,0.5710171,1.2138603,12.150574
184696785094190,3,0.7697359,1.328782,12.070368
184696787265648,3,0.7697359,1.328782,12.070368
184696790896648,3,0.8607155,1.3730747,11.519701
184696794971190,3,0.7781156,1.34195,10.728417
184696800093148,3,0.5710171,1.3874398,9.829395
184696806260690,3,0.30885202,1.4556746,9.059659
184696809967440,3,-0.0035913025,1.5227122,8.4108305
184696815245315,3,-0.37828386,1.376666,8.868123
184696820193190,3,-0.52073884,1.0690111,10.58716
184696826190690,3,-0.30166942,1.1192893,11.081563
184696830055607,3,-0.142455,1.3371617,10.279505
184696835359065,3,0.04070143,1.6017209,9.807847
184696840061815,3,0.12928689,1.8602947,9.816227
184696845061815,3,0.1352724,2.0530279,9.882068
184696847918523,3,0.1352724,2.0530279,9.882068
184696856046315,3,0.25857377,2.2182279,9.865308
184696859960107,3,0.40102878,2.1859062,9.812635
184696864960107,3,0.5566519,2.1033063,9.759963
184696867025440,3,0.5566519,2.1033063,9.759963
184696870098315,3,0.7218518,2.1152773,9.635465
184696875098315,3,0.7757214,2.2577322,9.251195
184696876951482,3,0.7757214,2.2577322,9.251195
184696879974315,3,0.6871359,2.3654714,8.707711
184696884974315,3,0.63087213,2.5067291,8.244433
184696887056815,3,0.63087213,2.5067291,8.244433
184696890429607,3,0.61890113,2.6551697,7.9954367
184696895163482,3,0.58538234,2.8275523,7.902063
184696900814065,3,0.51595044,2.9149406,7.8625584
184696907147690,3,0.48243165,3.0059202,7.8505874
184696909966898,3,0.34596214,2.980781,7.7608047
184696915188940,3,0.1604115,2.8538885,7.60997
184696919979607,3,-0.077811554,2.6611552,7.5333557
184696924979607,3,-0.32920274,2.4528596,7.571663
184696926540065,3,-0.32920274,2.4528596,7.571663
184696929961023,3,-0.47165772,2.1894975,7.785944
184696935474690,3,-0.45130703,2.0027497,8.018182
184696940233607,3,-0.3878607,1.8794483,8.243237
184696946726898,3,-0.36631286,1.8411411,8.505402
184696950183898,3,-0.36990416,1.8698715,8.881291
184696955446148,3,-0.24420857,1.946486,9.309854
184696960046482,3,-0.049081136,1.9608512,9.67856
184696965046482,3,0.1340753,1.9764135,9.946711
184696966809773,3,0.1340753,1.9764135,9.946711
184696970190398,3,0.11372458,1.9297266,10.187328
184696975273065,3,-0.044292733,1.8315643,10.441113
184696979966773,3,-0.25139117,1.7597382,10.848128
184696984966773,3,-0.08738836,1.9177556,11.473015
184696987478773,3,-0.08738836,1.9177556,11.473015
184696990643648,3,0.14724341,1.8471266,10.935516
184696995701357,3,0.11252748,1.5897499,10.2735195
184697000368065,3,-0.01436521,1.3311762,9.719262
184697006397523,3,-0.019153614,1.1935096,9.348161
184697010259232,3,-0.089782566,1.1408371,9.084799
184697015583857,3,-0.7278373,1.1049241,9.015367
184697020248273,3,-1.5897499,1.13964,9.340978
184697025248273,3,-2.110489,1.246182,9.864111
184697028917273,3,-2.110489,1.246182,9.864111
184697036254482,3,-1.8231846,1.5514427,10.502166
184697040301065,3,-1.34195,1.7226281,10.556035
184697045301065,3,-0.93014735,1.8854338,10.609905
184697046824773,3,-0.93014735,1.8854338,10.609905
